"Date","SP500","NASDAQ","DowJones","FTSE100","DAX","CAC40","Nikkei225","HangSeng","SSEComposite","KOSPI","Sensex"
2011-11-30,1246.9599609375,2620.34008789062,12045.6796875,5505.39990234375,6088.83984375,3154.6201171875,8434.6103515625,17989.349609375,2333.4140625,1847.51000976562,16123.4599609375
2011-12-31,1257.59997558594,2605.14990234375,12217.5595703125,5572.2998046875,5898.35009765625,3159.81005859375,8455.349609375,NA,2199.4169921875,1825.73999023438,15454.919921875
2012-01-31,1312.41003417969,2813.84008789062,12632.91015625,5681.60009765625,6458.91015625,3298.55004882812,8802.509765625,20390.490234375,2292.61010742188,1955.7900390625,17193.55078125
2012-02-29,1365.68005371094,2966.88989257812,12952.0703125,5871.5,6856.080078125,3452.44995117188,9723.240234375,21680.080078125,2428.48706054688,2030.25,17752.6796875
2012-03-31,1408.46997070312,3091.57006835938,13212.0400390625,5768.5,6946.830078125,3423.81005859375,10083.5595703125,20555.580078125,2262.7880859375,2014.0400390625,17404.19921875
2012-04-30,1397.91003417969,3046.36010742188,13213.6298828125,5737.7998046875,6761.18994140625,3212.80004882812,9520.8896484375,21094.2109375,2396.31591796875,1981.98999023438,17318.810546875
2012-05-31,1310.32995605469,2827.34008789062,12393.4501953125,5320.89990234375,6264.3798828125,3017.01000976562,8542.73046875,18629.51953125,2372.23388671875,1843.46997070312,16218.5302734375
2012-06-30,1362.16003417969,2935.05004882812,12880.08984375,5571.2001953125,6416.27978515625,3196.64990234375,9006.7802734375,19441.4609375,2225.42993164062,1854.01000976562,17429.98046875
2012-07-31,1379.31994628906,2939.52001953125,13008.6796875,5635.2998046875,6772.259765625,3291.65991210938,8695.0595703125,19796.810546875,2103.63500976562,1881.98999023438,17236.1796875
2012-08-31,1406.57995605469,3066.9599609375,13090.83984375,5711.5,6970.7900390625,3413.07006835938,8839.91015625,19482.5703125,2047.52197265625,1905.11999511719,17380.75
